,News Source,Tweet Text,Tweet Date,Compound Score,Pos.score,Neg.score,Neu.score,Tweets ago
257,CNN,This school in Virginia is switching its name from that of a Confederate general to Barack Obama Elementary School… https://t.co/dL3WAn0N1l,Sun Jun 24 10:15:07 +0000 2018,0.0,0.0,0.0,1.0,58
258,CNN,Italian scholars claim they have unearthed the first known piece by Renaissance genius Leonardo Da Vinci… https://t.co/NvoOCFewz8,Sun Jun 24 10:01:08 +0000 2018,0.0,0.0,0.0,1.0,59
259,CNN,"First, it was a small bump under her left eye. Five days later, it appeared above the eye. Her upper lip was bulgin… https://t.co/Cbxh6zI03z",Sun Jun 24 09:45:08 +0000 2018,0.0,0.0,0.0,1.0,60
260,CNN,"After three years of restoration at Yosemite National Park, some of the world's biggest trees are ready to view aga… https://t.co/vbXfWJgqHH",Sun Jun 24 09:31:00 +0000 2018,0.3612,0.111,0.0,0.889,61
261,CNN,What to know about Sunday's BET Awards https://t.co/bgqHsqkyvI https://t.co/W0GuvMBOrW,Sun Jun 24 09:15:05 +0000 2018,0.4588,0.273,0.0,0.727,62
262,CNN,"At the stroke of midnight on Sunday, Saudi women were legally allowed to drive for the first time - and they've was… https://t.co/atuQGWYI4R",Sun Jun 24 09:08:45 +0000 2018,0.1027,0.062,0.0,0.938,63
263,CNN,"Otzi, a 5,300-year-old glacier mummy found in the Italian Alps, is older than the Giza pyramids and Stonehenge. The… https://t.co/1xh6kxtsa2",Sun Jun 24 09:01:06 +0000 2018,0.0,0.0,0.0,1.0,64
264,CNN,Polls have opened across Turkey in a snap vote as President Recep Tayyip Erdogan faces his biggest electoral threat… https://t.co/F9iOxUwkMi,Sun Jun 24 08:55:07 +0000 2018,0.0,0.0,0.0,1.0,65
265,CNN,"""Quit trying to make us feel teary-eyed for the children. Yes, I love children a great deal, but to me, it's up to… https://t.co/fcd7L5d2GK",Sun Jun 24 08:45:03 +0000 2018,0.7184,0.269,0.0,0.731,66
266,CNN,"A West Virginia couple says a hospital mixed up two newborn babies, after the mother showed off one baby to relativ… https://t.co/2sGbVvE0TM",Sun Jun 24 08:31:00 +0000 2018,0.0,0.0,0.0,1.0,67
267,CNN,There's nearly a Nixon 1974 level of public support for impeaching President Trump | Analysis by @zbyronwolf … https://t.co/Jx47eHmlvZ,Sun Jun 24 08:15:04 +0000 2018,0.4019,0.153,0.0,0.847,68
268,CNN,"Saudi Arabia has lifted its longstanding ban on women driving, after years of campaigning by activists who have som… https://t.co/kB6LjW67qi",Sun Jun 24 08:12:50 +0000 2018,-0.5574,0.0,0.159,0.841,69
269,CNN,"President Trump claims crime in Germany ""is way up."" 

But data from the German government shows that 2017 saw the… https://t.co/A4VJolafXM",Sun Jun 24 08:01:03 +0000 2018,-0.5423,0.0,0.149,0.851,70
270,CNN,"Tiny house living may not be for everyone, but tiny house resorts have popped up all over the country, offering eve… https://t.co/FXhieCJ4L4",Sun Jun 24 07:31:00 +0000 2018,0.0,0.0,0.0,1.0,71
271,CNN,"The US government might send up to 20,000 undocumented immigrant children to housing on US military bases, two defe… https://t.co/9hValJExkU",Sun Jun 24 07:15:05 +0000 2018,0.0,0.0,0.0,1.0,72
272,CNN,"""Black Panther"" star Chadwick Boseman was accepting an MTV award for playing a superhero when he invited James Shaw… https://t.co/OD3nnJZ8Qy",Sun Jun 24 07:01:06 +0000 2018,0.7845,0.331,0.0,0.669,73
273,CNN,"American Outdoor Brands, the gun maker that owns the iconic Smith &amp; Wesson line of firearms, reported plunging sale… https://t.co/iLeCrBLt0g",Sun Jun 24 06:45:09 +0000 2018,-0.34,0.0,0.112,0.888,74
274,CNN,"83-year-old artist Christo has been creating conceptually challenging, and large-scale work since the late 1950s. N… https://t.co/LydzzGCWIY",Sun Jun 24 06:31:00 +0000 2018,0.4215,0.202,0.0,0.798,75
275,CNN,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/9sqvjBIjtF",Sun Jun 24 06:15:06 +0000 2018,-0.5106,0.0,0.148,0.852,76
276,CNN,T-shirt makers are riffing on Melania Trump's jacket and donating the proceeds to refugee services… https://t.co/em0ZXn5nsW,Sun Jun 24 06:00:11 +0000 2018,0.0,0.0,0.0,1.0,77
277,CNN,"First, it was a small bump under her left eye. Five days later, it appeared above the eye. Her upper lip was bulgin… https://t.co/gVvXpvRb2x",Sun Jun 24 05:45:08 +0000 2018,0.0,0.0,0.0,1.0,78
278,CNN,This is how KitKats are made https://t.co/4EErNERWNW https://t.co/7RQ1knBF7Q,Sun Jun 24 05:31:00 +0000 2018,0.0,0.0,0.0,1.0,79
279,CNN,"How soybeans -- yes, soybeans -- could impact the midterm elections https://t.co/TDuL7njBVA https://t.co/GT7laD4Cco",Sun Jun 24 05:15:04 +0000 2018,0.4019,0.184,0.0,0.816,80
280,CNN,The introduction of HPV vaccines in England led to an 86% reduction in rates of the cancer-causing infection https://t.co/dMio3f1gf5,Sun Jun 24 05:01:02 +0000 2018,0.0,0.0,0.0,1.0,81
281,CNN,New Zealand Prime Minister Jacinda Ardern became the first world leader in nearly 30 years to have a child while in… https://t.co/zvZ4WaPK03,Sun Jun 24 04:45:05 +0000 2018,0.0,0.0,0.0,1.0,82
282,CNN,"Jim Davis introduced the world to Garfield on June 19, 1978. Since then the comic strip character has spun off TV s… https://t.co/VRdLrSiA1l",Sun Jun 24 04:31:00 +0000 2018,0.0,0.0,0.0,1.0,83
283,CNN,Every single person in charge of law and order in this Georgia town is a black woman https://t.co/O49ppicmkX https://t.co/psgCDVTNrH,Sun Jun 24 04:15:06 +0000 2018,0.0,0.0,0.0,1.0,84
284,CNN,Canada becomes the second nation in the world to legalize marijuana https://t.co/hDpMyJpV2r https://t.co/DS8KdRsvnP,Sun Jun 24 04:01:09 +0000 2018,0.0,0.0,0.0,1.0,85
285,CNN,Every single person in charge of law and order in this Georgia town is a black woman https://t.co/xvTFHyxybd https://t.co/5SMVe3yHDZ,Sun Jun 24 03:15:05 +0000 2018,0.0,0.0,0.0,1.0,86
286,CNN,"The US government might send up to 20,000 undocumented immigrant children to housing on US military bases, two defe… https://t.co/nauartDBjk",Sun Jun 24 03:00:19 +0000 2018,0.0,0.0,0.0,1.0,87
287,CNN,"Democratic Sen. Jeff Merkley is ""exploring the possibility"" of throwing his hat in the ring in the 2020 presidentia… https://t.co/3UJ1iiRNPe",Sun Jun 24 02:45:08 +0000 2018,0.0,0.0,0.0,1.0,88
288,CNN,There's nearly a Nixon 1974 level of public support for impeaching President Trump | Analysis by @zbyronwolf … https://t.co/GMUkVqRSLy,Sun Jun 24 02:30:11 +0000 2018,0.4019,0.153,0.0,0.847,89
289,CNN,"""Quit trying to make us feel teary-eyed for the children. Yes, I love children a great deal, but to me, it's up to… https://t.co/SEaMngzwGk",Sun Jun 24 02:15:08 +0000 2018,0.7184,0.269,0.0,0.731,90
290,CNN,"How soybeans -- yes, soybeans -- could impact the midterm elections https://t.co/5sqhbAmTWG https://t.co/oMoqtG4fHM",Sun Jun 24 02:00:17 +0000 2018,0.4019,0.184,0.0,0.816,91
291,CNN,"First, it was a small bump under her left eye. Five days later, it appeared above the eye. Her upper lip was bulgin… https://t.co/nqB0DFpxCY",Sun Jun 24 01:45:04 +0000 2018,0.0,0.0,0.0,1.0,92
292,CNN,A far-right pundit appointed to a post at the Department of Health and Human Services listed on her resume past wor… https://t.co/70SIM5cI8a,Sun Jun 24 01:15:06 +0000 2018,0.0,0.0,0.0,1.0,93
293,CNN,T-shirt makers are riffing on Melania Trump's jacket and donating the proceeds to refugee services… https://t.co/srVAEOXfvq,Sun Jun 24 01:00:11 +0000 2018,0.0,0.0,0.0,1.0,94
294,CNN,"About 9,000 bourbon barrels plummeted to the ground at Barton 1792 Distillery, home of the brand 1792 Bourbon… https://t.co/jWjx3ZnEua",Sun Jun 24 00:45:04 +0000 2018,0.0,0.0,0.0,1.0,95
295,CNN,"""It's like they're putting a knife in your chest and killing you.""

A Guatemalan immigrant was reunited with her so… https://t.co/IKyVlKftoU",Sun Jun 24 00:15:07 +0000 2018,-0.4404,0.105,0.184,0.711,96
296,CNN,The Republican nominee for a US House seat in New Jersey has said diversity leads to Muslims killing Christians and… https://t.co/MTVg7TRl3W,Sun Jun 24 00:00:13 +0000 2018,-0.6597,0.0,0.188,0.812,97
297,CNN,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/xwEll4QJ0I",Sat Jun 23 23:45:09 +0000 2018,-0.5106,0.0,0.148,0.852,98
298,CNN,"""I see mothers bury their sons. I want my mom to never feel that pain.""

Two years ago, Antwon Rose wrote those lin… https://t.co/apTQLTotDk",Sat Jun 23 23:30:08 +0000 2018,0.0772,0.056,0.0,0.944,99
299,CNN,"Elvis Presley's abandoned private jet is up for auction. 

It last reached a price of $430,000 in 2017.… https://t.co/KuCJPV8Kr6",Sat Jun 23 23:15:05 +0000 2018,-0.3818,0.069,0.147,0.784,100
300,Fox News,Pennsylvania man finds hope after years of addiction and despair https://t.co/dI9XtRqlnB https://t.co/qwVofwmCvt,Sun Jun 24 23:05:27 +0000 2018,0.1531,0.191,0.151,0.658,1
301,Fox News,Kansas City Royals signal interest in star college pitcher convicted of child sex abuse https://t.co/hhHKxUVGva,Sun Jun 24 23:00:23 +0000 2018,-0.296,0.149,0.208,0.644,2
302,Fox News,'Return of the Jedi' blaster used by Han Solo is sold at auction https://t.co/rO1HlcK9ra,Sun Jun 24 22:52:17 +0000 2018,0.0,0.0,0.0,1.0,3
303,Fox News,Work is underway to complete a Wounded Warrior center in California. Trace Gallagher has the story. #ProudAmerican https://t.co/tA4QqlpqHx,Sun Jun 24 22:45:56 +0000 2018,0.0,0.0,0.0,1.0,4
304,Fox News,"TONIGHT: Don't miss @TheRealJohnHCox, @HeyTammyBruce, @TezlynFigaro, and Shelby Steele from @HooverInst on… https://t.co/cJSNzZb2Ml",Sun Jun 24 22:34:00 +0000 2018,0.1139,0.107,0.0,0.893,5
305,Fox News,Walgreens pharmacist allegedly denies Arizona woman miscarriage medicine over his personal beliefs https://t.co/Hm7dAOAhRD,Sun Jun 24 22:27:16 +0000 2018,-0.4215,0.0,0.189,0.811,6
306,Fox News,Thousands across the country are participating in protests to keep families together at the border.… https://t.co/HstaHpm5uA,Sun Jun 24 22:14:51 +0000 2018,-0.2263,0.0,0.112,0.888,7
307,Fox News,President @realDonaldTrump's administration has provided an update on efforts to reunite separated migrant children… https://t.co/2iLMvymJjW,Sun Jun 24 22:11:42 +0000 2018,0.0,0.0,0.0,1.0,8
308,Fox News,"Almost 16,000 US service members have died since 2006, mostly in the United States https://t.co/wAbbAdrNmH",Sun Jun 24 22:05:00 +0000 2018,-0.2023,0.144,0.186,0.67,9
309,Fox News,"Turkish President Erdogan claims victory, expanded powers in dual elections https://t.co/eyzJYzbWhf",Sun Jun 24 21:58:00 +0000 2018,0.0,0.0,0.0,1.0,10
310,Fox News,"Scientist shot dead in front of daughters, 2 and 4, during California camping trip https://t.co/4OqPHYkfUA",Sun Jun 24 21:49:51 +0000 2018,-0.6486,0.0,0.249,0.751,11
311,Fox News,Roseanne Barr breaks down in first interview since ABC fired her over racist tweet https://t.co/wumKDZWLsV,Sun Jun 24 21:33:56 +0000 2018,-0.8225,0.0,0.369,0.631,12
312,Fox News,Longtime Fox News contributor Charles Krauthammer was laid to rest Sunday in Maryland. https://t.co/eaJpvU4Urm https://t.co/KaoFqefEpR,Sun Jun 24 21:32:25 +0000 2018,0.0,0.0,0.0,1.0,13
313,Fox News,OPINION: Red Hen teaches Sarah Huckabee Sanders that Virginia is for PC bullies (not for lovers) https://t.co/WKm2nQfVS5,Sun Jun 24 21:24:00 +0000 2018,0.0,0.0,0.0,1.0,14
314,Fox News,"Teen on @AlaskaAir flight helps blind and deaf passenger traveling alone, goes viral https://t.co/cP9FTtmQCQ",Sun Jun 24 21:08:42 +0000 2018,-0.2732,0.142,0.257,0.601,15
315,Fox News,"RT @FoxNewsResearch: Social Security Disability Benefits:

•May: 8.63M recipients
→ Peak: 8.96M in Sep 2014

•2017: Fewer than 1.5M applica…",Sun Jun 24 21:01:01 +0000 2018,0.6124,0.227,0.0,0.773,16
316,Fox News,.@RepGoodlatte suggests there is some DOJ resistance to transparency over the Russia probe. @Garrett_FoxNews has th… https://t.co/kEkJQ0Ving,Sun Jun 24 20:54:17 +0000 2018,0.0,0.0,0.0,1.0,17
317,Fox News,".@JoePerticone: ""A 'red wave' is probably just [@POTUS] trying to talk up his own party and their accomplishments.""… https://t.co/qEeRJjesU9",Sun Jun 24 20:43:56 +0000 2018,0.4019,0.13,0.0,0.87,18
318,Fox News,"The @BlueAngels took to the skies at the Vectren Dayton Air Show in Vandalia, Ohio. #ProudAmerican https://t.co/wS2FlZZI2o",Sun Jun 24 20:40:12 +0000 2018,0.0,0.0,0.0,1.0,19
319,Fox News,Glenn Beck walks out of tense CNN interview after Brian Stelter asks why his company was 'imploding' https://t.co/bpsbZ5MYwJ,Sun Jun 24 20:32:25 +0000 2018,-0.34,0.0,0.124,0.876,20
320,Fox News,".@RepDonBacon: ""I think it's really important that we keep the nuclear family together to respect the family. Howev… https://t.co/u3uB70Q6ie",Sun Jun 24 20:28:11 +0000 2018,0.6361,0.234,0.0,0.766,21
321,Fox News,The @DHSgov has established a process to ensure families separated at the border can reunite. @ellisonbarber has th… https://t.co/a0HwaLPH7i,Sun Jun 24 20:26:40 +0000 2018,0.3818,0.133,0.0,0.867,22
322,Fox News,"Earlier, @SenSchumer called on the Trump administration to appoint a Czar to help reunite the children that were se… https://t.co/ABVGq5n8AM",Sun Jun 24 20:17:23 +0000 2018,0.4019,0.13,0.0,0.87,23
323,Fox News,"The government is working to reunite more than 2,000 migrant children with their parents. Jeff Paul has the story.… https://t.co/sEf41NoSDC",Sun Jun 24 20:08:15 +0000 2018,0.0,0.0,0.0,1.0,24
324,Fox News,OPINION: Here's how to solve the immigration crisis  https://t.co/1G6C9nCJ1T,Sun Jun 24 20:00:04 +0000 2018,-0.5106,0.14,0.318,0.543,25
325,Fox News,".@RealCandaceO on Trump staffers facing backlash: ""What this tells me is that the Left has absolutely lost control.… https://t.co/K1auGmGNgJ",Sun Jun 24 19:51:41 +0000 2018,-0.3804,0.0,0.126,0.874,26
326,Fox News,"RT @FoxNewsResearch: US War in Afghanistan:
•Began October 7, 2001
•Longest war in US history 
•Current troop level: ~15,000
→ 3,000 more t…",Sun Jun 24 19:44:24 +0000 2018,-0.8316,0.0,0.281,0.719,27
327,Fox News,".@POTUS: ""I don't believe any administration, any president, has come even close to doing what we've done in the fi… https://t.co/ULkJfAYjeb",Sun Jun 24 19:41:54 +0000 2018,0.0,0.0,0.0,1.0,28
328,Fox News,"John Murphy on retaliatory tariffs: ""The pain that it is going to inflict is going to be noticeable I think at a ne… https://t.co/XzPEzHIXiC",Sun Jun 24 19:35:34 +0000 2018,-0.5106,0.0,0.136,0.864,29
329,Fox News,Border Patrol Union VP: Dem's Immigration Claims Couldn't Be 'Farther from the Truth' https://t.co/cS1FHWEQyq,Sun Jun 24 19:35:12 +0000 2018,0.3182,0.15,0.0,0.85,30
330,Fox News,Turkey President Erdogan holds big lead in elections https://t.co/aPLImPT4MB,Sun Jun 24 19:28:01 +0000 2018,0.0,0.0,0.0,1.0,31
331,Fox News,RT @EricShawnTV: When will all the children be reunited with their parents? Can Congressional action speed up the process? I anchor at 4 pm…,Sun Jun 24 19:24:03 +0000 2018,0.0,0.0,0.0,1.0,32
332,Fox News,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" – Tonight at 8p ET. https://t.co/pkjP9iQU1I",Sun Jun 24 19:22:00 +0000 2018,0.0,0.0,0.0,1.0,33
333,Fox News,"Jason Riley: ""The [Supreme Court] sort of let Congress off the hook...Congress had avoided fixing this problem...be… https://t.co/P7KAwHFnaf",Sun Jun 24 19:15:18 +0000 2018,-0.34,0.0,0.124,0.876,34
334,Fox News,Red Hen eateries feel the heat after Sarah Sanders booted from Virginia restaurant with same name https://t.co/F5s1VameWM,Sun Jun 24 19:13:09 +0000 2018,0.0,0.0,0.0,1.0,35
335,Fox News,Michael Rapaport restrained American Airlines passenger who tried to open emergency door mid-flight https://t.co/Xmy8TUvb5y,Sun Jun 24 19:03:00 +0000 2018,-0.3818,0.0,0.167,0.833,36
336,Fox News,".@RichLowry remembers longtime Fox News contributor Charles Krauthammer: ""He was one of the great defenders of our… https://t.co/UCleig9Mnq",Sun Jun 24 19:02:15 +0000 2018,0.6597,0.252,0.0,0.748,37
337,Fox News,FBI sends classified letter to House GOP on use of informants in Trump campaign https://t.co/o7KbSv0K3g,Sun Jun 24 18:57:01 +0000 2018,0.0,0.0,0.0,1.0,38
338,Fox News,McMaster hoping @realDonaldTrump visit will buoy his chances in South Carolina runoff https://t.co/D3IjjQOPvN,Sun Jun 24 18:53:00 +0000 2018,0.5574,0.295,0.0,0.705,39
339,Fox News,Statue of Toys 'R' Us mascot Geoffrey the Giraffe heading to children's hospital https://t.co/HGfHl3Nly3,Sun Jun 24 18:44:46 +0000 2018,0.0,0.0,0.0,1.0,40
340,Fox News,"Former DHS Sec. Jeh Johnson: ""We have an underlying humanitarian crisis on our southern border that we must deal wi… https://t.co/I8HAQQ0PE0",Sun Jun 24 18:35:28 +0000 2018,-0.6249,0.0,0.17,0.83,41
341,Fox News,".@RepMcCaul: ""I am the eternal optimist and I do think there are 218 Republicans that agree with the four pillars o… https://t.co/gjvnNAefxt",Sun Jun 24 18:24:55 +0000 2018,0.7096,0.237,0.0,0.763,42
342,Fox News,".@RepMcCaul: ""The fact is, every Democrat voted against a very [I think] rational DACA fix."" #FoxNewsSunday… https://t.co/yauRB0mBrf",Sun Jun 24 18:23:42 +0000 2018,0.0,0.0,0.0,1.0,43
343,Fox News,".@RepMcCaul: ""Congress needs to act to close the legal loopholes that incentivize the coyotes to bring these childr… https://t.co/P7TyL5TUpY",Sun Jun 24 18:21:19 +0000 2018,0.128,0.077,0.0,0.923,44
344,Fox News,'Sounds Like Donald Trump': Kaltbaum Calls Out Obama's Immigration Views from 2005 https://t.co/wsisiTkgyB,Sun Jun 24 18:18:56 +0000 2018,0.3612,0.172,0.0,0.828,45
345,Fox News,House immigration reform bill. #FoxNewsSunday https://t.co/lgpmmPplyD,Sun Jun 24 18:09:52 +0000 2018,0.0,0.0,0.0,1.0,46
346,Fox News,Dollywood sued for $2 million by mom who injured spinal cord on water park ride https://t.co/I4Tma6JOgM,Sun Jun 24 17:57:49 +0000 2018,-0.4019,0.0,0.153,0.847,47
347,Fox News,Explosion destroys building in Germany; 25 injured https://t.co/08i6GJOFhu https://t.co/FCdRMG5Di5,Sun Jun 24 17:51:26 +0000 2018,-0.743,0.0,0.474,0.526,48
348,Fox News,Red Hen eateries feel the heat after Sarah Sanders booted from Virginia restaurant with same name https://t.co/mCv5f61m8t,Sun Jun 24 17:43:52 +0000 2018,0.0,0.0,0.0,1.0,49
349,Fox News,"Sarah Sanders booted so restaurant could uphold 'certain standards,' co-owner says: report https://t.co/AAw9zwQ2R4",Sun Jun 24 17:32:40 +0000 2018,0.2732,0.149,0.0,0.851,50
350,Fox News,"RT @EricShawnTV: I anchor @FoxNews at 4pm EDT with @ArthelNeville: FBI official Peter Strozk's anti @POTUS @realDonaldTrump texts are ""deva…",Sun Jun 24 17:31:44 +0000 2018,-0.3182,0.0,0.113,0.887,51
351,Fox News,.@MichelleObama says her memoir is a 're-humanization' effort https://t.co/cjEWqcubKU,Sun Jun 24 17:27:04 +0000 2018,0.0,0.0,0.0,1.0,52
352,Fox News,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" – Tonight at 8p ET. https://t.co/1erdyE7aQo",Sun Jun 24 17:22:57 +0000 2018,0.0,0.0,0.0,1.0,53
353,Fox News,.@RepRussell: “Let’s fix legal immigration and let’s secure our border.” https://t.co/HjIAHIta4Z,Sun Jun 24 17:12:14 +0000 2018,0.4404,0.302,0.0,0.698,54
354,Fox News,Charles Krauthammer laid to rest today https://t.co/RU8AZ45fpd,Sun Jun 24 17:02:16 +0000 2018,0.0,0.0,0.0,1.0,55
355,Fox News,'Free like a bird': Saudi women start driving as longstanding ban ends https://t.co/HeD1vbhKjI https://t.co/yWBKEingiS,Sun Jun 24 16:46:59 +0000 2018,0.296,0.299,0.186,0.515,56
356,Fox News,"TONIGHT: Don't miss @TheRealJohnHCox, @HeyTammyBruce, @TezlynFigaro, and Shelby Steele from @HooverInst on… https://t.co/CtofPiZDub",Sun Jun 24 16:33:00 +0000 2018,0.1139,0.107,0.0,0.893,57
357,Fox News,"‘Despair and Hope in America: Fox News Investigates’ – Don't miss part three of this special series on ‘Fox Report,… https://t.co/9fS86JrGLn",Sun Jun 24 16:23:00 +0000 2018,0.7557,0.305,0.0,0.695,58
358,Fox News,".@RepArrington: “We need to keep the families together, that’s why Congress has to act. The president is doing what… https://t.co/7Kn0aM5XPO",Sun Jun 24 16:21:49 +0000 2018,0.0,0.0,0.0,1.0,59
359,Fox News,".@RepArrington: “Ultimately, it’s on Congress to fix our broken immigration process.” https://t.co/J65tCzLdBO",Sun Jun 24 16:18:13 +0000 2018,-0.4767,0.0,0.22,0.78,60
360,Fox News,Thousands protest amid immigration confusion; @Jeff_Journalist reports https://t.co/QPpugxRGmh,Sun Jun 24 16:16:22 +0000 2018,-0.4939,0.0,0.412,0.588,61
361,Fox News,BEAUTIFUL: A mother is brought to tears of joy when her one-year-old daughter reacts to hearing sound for the first… https://t.co/dxcKIYlpnY,Sun Jun 24 16:09:42 +0000 2018,0.8192,0.309,0.07,0.622,62
362,Fox News,.@HowardKurtz on the legacy of Charles Krauthammer https://t.co/Q6UvwAgj6V,Sun Jun 24 16:04:55 +0000 2018,0.0,0.0,0.0,1.0,63
363,Fox News,US Navy IDs pilot killed in crash at New Mexico Air Force base https://t.co/R9MVCOsbIc,Sun Jun 24 15:46:29 +0000 2018,-0.802,0.0,0.375,0.625,64
364,Fox News,New video shows woman trying to resist YouTube stunt that killed boyfriend https://t.co/keSpcaNu0T,Sun Jun 24 15:41:31 +0000 2018,-0.6705,0.0,0.273,0.727,65
365,Fox News,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" – Tonight at 8p ET. https://t.co/IKYWaHI0wV",Sun Jun 24 15:22:00 +0000 2018,0.0,0.0,0.0,1.0,66
366,Fox News,"Veteran's small business is gifted $15,000 worth of lawn equipment after his gear is stolen https://t.co/xwWUPZrH91",Sun Jun 24 15:13:48 +0000 2018,-0.3182,0.099,0.168,0.733,67
367,Fox News,"Rabbi Evan Moffic: “If we can’t share a meal together, if we can’t take a picture together and break bread together… https://t.co/qlh8sJhlL7",Sun Jun 24 15:08:00 +0000 2018,0.296,0.104,0.0,0.896,68
368,Fox News,Report: North Korea Erasing Anti-U.S. Propaganda https://t.co/4lcyis6cKq,Sun Jun 24 15:02:00 +0000 2018,-0.25,0.0,0.25,0.75,69
369,Fox News,U.S. Army Honors Country Music Singer With Civilian Service Medal https://t.co/vbzDjadNA8,Sun Jun 24 14:56:10 +0000 2018,0.7506,0.416,0.0,0.584,70
370,Fox News,McCaul optimistic immigration bill will pass House despite Trump's lament about 'wasting time' https://t.co/0x7tqjg2sF,Sun Jun 24 14:45:50 +0000 2018,0.2686,0.259,0.146,0.595,71
371,Fox News,.@RepPeteKing: “I am totally opposed to sanctuary cities but under Bob Goodlatte’s bill it would’ve cut off funding… https://t.co/sKdUrD2RHj,Sun Jun 24 14:42:09 +0000 2018,-0.3919,0.0,0.128,0.872,72
372,Fox News,".@RepGoodlatte: “People are figuring out the loopholes, we’ve got to close those.” #SundayFutures @MariaBartiromo https://t.co/VLu7HuyJTl",Sun Jun 24 14:38:34 +0000 2018,0.0,0.0,0.0,1.0,73
373,Fox News,TONIGHT: Don’t miss “Fox Report with Jon Scott” at 6p ET on Fox News Channel! @JonScottFNC https://t.co/5CDPopdFQ1,Sun Jun 24 14:38:00 +0000 2018,-0.2244,0.0,0.106,0.894,74
374,Fox News,".@RepGoodlatte: “There have been questions raised about the special counsel, but I have always said that they shoul… https://t.co/Mwnie27QTv",Sun Jun 24 14:32:16 +0000 2018,0.2144,0.098,0.0,0.902,75
375,Fox News,Woman dubbed '#PermitPatty' appears to call cops on 8-year-old girl selling water in viral video https://t.co/w6H6DSnu3K,Sun Jun 24 14:15:05 +0000 2018,0.0,0.0,0.0,1.0,76
376,Fox News,"TONIGHT: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/Z3yYi0I1kG",Sun Jun 24 14:10:00 +0000 2018,-0.3867,0.067,0.143,0.79,77
377,Fox News,Maldives resorts fed up with Instagram models requesting free stays https://t.co/6fomUHtcTe,Sun Jun 24 14:09:16 +0000 2018,0.5106,0.248,0.0,0.752,78
378,Fox News,Eggo waffle sales are dwindling during ‘Stranger Things’ hiatus https://t.co/MOvQzml5bL,Sun Jun 24 14:05:44 +0000 2018,0.0,0.0,0.0,1.0,79
379,Fox News,"RT @FoxNewsSunday: .@RepMcCaul suggests ""zero tolerance"" policy may be revisited: ""It’s very unclear how this executive order's playing out…",Sun Jun 24 13:52:35 +0000 2018,0.1796,0.179,0.103,0.718,80
380,Fox News,U.S. Army Honors Country Star @cmorganmusic https://t.co/SCEJioC8Ri,Sun Jun 24 13:45:57 +0000 2018,0.5106,0.355,0.0,0.645,81
381,Fox News,Michelle Obama says her memoir is a 're-humanization' effort https://t.co/cjEWqcubKU,Sun Jun 24 13:41:07 +0000 2018,0.0,0.0,0.0,1.0,82
382,Fox News,RT @FoxBusiness: Sam Adams teams to support veteran-owned small businesses https://t.co/WAccGlFt2c,Sun Jun 24 13:28:31 +0000 2018,0.4019,0.213,0.0,0.787,83
383,Fox News,Charles Krauthammer to be laid to rest today https://t.co/xCL2PcxoFn https://t.co/qQ6o1fRAIM,Sun Jun 24 13:16:12 +0000 2018,0.0,0.0,0.0,1.0,84
384,Fox News,'Fixer Upper' stars Chip and Joanna Gaines welcome baby No. 5 https://t.co/J3Qef9MBrA,Sun Jun 24 13:14:39 +0000 2018,0.2023,0.211,0.155,0.634,85
385,Fox News,"Michael Malice: “I think if they are starting to take down anti-U.S. propaganda, this would be a major step towards… https://t.co/hlsi6wZeTX",Sun Jun 24 12:54:03 +0000 2018,-0.25,0.0,0.095,0.905,86
386,Fox News,"Rabbi Evan Moffic: “If we can’t share a meal together, if we can’t take a picture together and break bread together… https://t.co/Wq7PUhdZB5",Sun Jun 24 12:47:22 +0000 2018,0.296,0.104,0.0,0.896,87
387,Fox News,'Free like a bird': Saudi women start driving as longstanding ban ends https://t.co/HeD1vbhKjI,Sun Jun 24 12:43:47 +0000 2018,0.296,0.315,0.196,0.489,88
388,Fox News,Priest suspended after viral video shows him slapping baby during baptism https://t.co/m2Dvr3GP0w,Sun Jun 24 12:33:04 +0000 2018,-0.4767,0.0,0.22,0.78,89
389,Fox News,"‘Despair and Hope in America: Fox News Investigates’ – Don't miss part three of this special series on ‘Fox Report,… https://t.co/2Pg8SxPlsp",Sun Jun 24 12:23:00 +0000 2018,0.7557,0.305,0.0,0.695,90
390,Fox News,"Sarah Sanders booted so restaurant could uphold 'certain standards,' co-owner says: report https://t.co/AAw9zwQ2R4",Sun Jun 24 12:19:30 +0000 2018,0.2732,0.149,0.0,0.851,91
391,Fox News,Cop killer who murdered New York police officer in 1973 granted parole https://t.co/sXmCUKqko1,Sun Jun 24 11:58:26 +0000 2018,-0.8271,0.097,0.42,0.483,92
392,Fox News,Alligator goes for a swim at Florida beach https://t.co/v764I8DRNP,Sun Jun 24 11:49:13 +0000 2018,0.0,0.0,0.0,1.0,93
